Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
transcription/translation regulatory transformer protein RfaH [Serratia marcescens],Serratia marcescens,74.3,74.3,98%,3e-15,65.96,101,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBX9332854.1?report=genbank&log$=prottop&blast_rank=2133&RID=1W6HPFAE013"",""MBX9332854.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [unclassified Erwinia],unclassified Erwinia,75.9,75.9,98%,3e-15,74.47,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_067709806.1?report=genbank&log$=prottop&blast_rank=2134&RID=1W6HPFAE013"",""WP_067709806.1"")"
transcription/translation regulatory transformer protein RfaH [Erwinia tasmaniensis],Erwinia tasmaniensis,75.9,75.9,98%,3e-15,74.47,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_416249950.1?report=genbank&log$=prottop&blast_rank=2135&RID=1W6HPFAE013"",""WP_416249950.1"")"
transcription/translation regulatory transformer protein RfaH [Izhakiella capsodis],Izhakiella capsodis,75.9,75.9,100%,3e-15,68.75,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092878826.1?report=genbank&log$=prottop&blast_rank=2136&RID=1W6HPFAE013"",""WP_092878826.1"")"
transcription/translation regulatory transformer protein RfaH [Klebsiella pneumoniae],Klebsiella pneumoniae,75.9,75.9,98%,3e-15,72.34,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ELB5604835.1?report=genbank&log$=prottop&blast_rank=2137&RID=1W6HPFAE013"",""ELB5604835.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya poaceiphila],Dickeya poaceiphila,75.9,75.9,98%,3e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042873378.1?report=genbank&log$=prottop&blast_rank=2138&RID=1W6HPFAE013"",""WP_042873378.1"")"
transcription/translation regulatory transformer protein RfaH [Raoultella sp. BIGb0149],Raoultella sp. BIGb0149,75.9,75.9,98%,3e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_133601406.1?report=genbank&log$=prottop&blast_rank=2139&RID=1W6HPFAE013"",""WP_133601406.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pectobacterium],Pectobacterium,75.9,75.9,96%,3e-15,69.57,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_005973442.1?report=genbank&log$=prottop&blast_rank=2140&RID=1W6HPFAE013"",""WP_005973442.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium brasiliense],Pectobacterium brasiliense,75.5,75.5,96%,3e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180786799.1?report=genbank&log$=prottop&blast_rank=2141&RID=1W6HPFAE013"",""WP_180786799.1"")"
transcription/translation regulatory transformer protein RfaH [Klebsiella pneumoniae],Klebsiella pneumoniae,75.5,75.5,100%,4e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDZ2616402.1?report=genbank&log$=prottop&blast_rank=2142&RID=1W6HPFAE013"",""HDZ2616402.1"")"
transcription/translation regulatory transformer protein RfaH [Klebsiella pneumoniae],Klebsiella pneumoniae,75.5,75.5,100%,4e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HFL3838388.1?report=genbank&log$=prottop&blast_rank=2143&RID=1W6HPFAE013"",""HFL3838388.1"")"
transcription/translation regulatory transformer protein RfaH [Siccibacter colletis],Siccibacter colletis,75.5,75.5,98%,4e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_031523677.1?report=genbank&log$=prottop&blast_rank=2144&RID=1W6HPFAE013"",""WP_031523677.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya dadantii],Dickeya dadantii,75.5,75.5,98%,4e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013319893.1?report=genbank&log$=prottop&blast_rank=2145&RID=1W6HPFAE013"",""WP_013319893.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya dadantii],Dickeya dadantii,75.5,75.5,98%,4e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038924203.1?report=genbank&log$=prottop&blast_rank=2146&RID=1W6HPFAE013"",""WP_038924203.1"")"
transcription/translation regulatory transformer protein RfaH [Tenebrionicola larvae],Tenebrionicola larvae,75.5,75.5,98%,4e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_249032920.1?report=genbank&log$=prottop&blast_rank=2147&RID=1W6HPFAE013"",""WP_249032920.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya sp. CFBP 2040],Dickeya sp. CFBP 2040,75.5,75.5,98%,4e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168641013.1?report=genbank&log$=prottop&blast_rank=2148&RID=1W6HPFAE013"",""WP_168641013.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium aroidearum],Pectobacterium aroidearum,75.5,75.5,96%,4e-15,69.57,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_349909990.1?report=genbank&log$=prottop&blast_rank=2149&RID=1W6HPFAE013"",""WP_349909990.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Mixta],Mixta,75.5,75.5,98%,4e-15,72.34,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038630169.1?report=genbank&log$=prottop&blast_rank=2150&RID=1W6HPFAE013"",""WP_038630169.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Raoultella],Raoultella,75.5,75.5,98%,4e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132514568.1?report=genbank&log$=prottop&blast_rank=2151&RID=1W6HPFAE013"",""WP_132514568.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Typhimurium],Salmonella enterica subsp. enterica serovar Typhimurium,75.1,75.1,85%,4e-15,85.37,156,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EDL1133705.1?report=genbank&log$=prottop&blast_rank=2152&RID=1W6HPFAE013"",""EDL1133705.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya undicola],Dickeya undicola,75.5,75.5,98%,4e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_033567539.1?report=genbank&log$=prottop&blast_rank=2153&RID=1W6HPFAE013"",""WP_033567539.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya undicola],Dickeya undicola,75.5,75.5,98%,5e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_123251113.1?report=genbank&log$=prottop&blast_rank=2154&RID=1W6HPFAE013"",""WP_123251113.1"")"
transcriptional activator RfaH [Salmonella enterica subsp. enterica serovar Virchow str. ATCC 51955],Salmonella enterica subsp. enterica serovar Virchow str. ATCC 51955,74.7,74.7,98%,5e-15,74.47,140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ESF02137.1?report=genbank&log$=prottop&blast_rank=2155&RID=1W6HPFAE013"",""ESF02137.1"")"
transcription/translation regulatory transformer protein RfaH [Rouxiella silvae],Rouxiella silvae,75.5,75.5,100%,5e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055773224.1?report=genbank&log$=prottop&blast_rank=2156&RID=1W6HPFAE013"",""WP_055773224.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Enterobacter],Enterobacter,75.5,75.5,98%,5e-15,70.21,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182273349.1?report=genbank&log$=prottop&blast_rank=2157&RID=1W6HPFAE013"",""WP_182273349.1"")"
transcription/translation regulatory transformer protein RfaH [Salmonella enterica subsp. enterica serovar Kentucky],Salmonella enterica subsp. enterica serovar Kentucky,72.0,72.0,85%,5e-15,80.49,41,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDI5821453.1?report=genbank&log$=prottop&blast_rank=2158&RID=1W6HPFAE013"",""MDI5821453.1"")"
transcription/translation regulatory transformer protein RfaH [Mixta calida],Mixta calida,75.1,75.1,98%,5e-15,72.34,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_316546455.1?report=genbank&log$=prottop&blast_rank=2159&RID=1W6HPFAE013"",""WP_316546455.1"")"
transcription/translation regulatory transformer protein RfaH [Klebsiella pneumoniae],Klebsiella pneumoniae,75.1,75.1,98%,5e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_409541226.1?report=genbank&log$=prottop&blast_rank=2160&RID=1W6HPFAE013"",""WP_409541226.1"")"
transcription/translation regulatory transformer protein RfaH [Erwinia persicina],Erwinia persicina,75.1,75.1,98%,5e-15,72.34,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191935665.1?report=genbank&log$=prottop&blast_rank=2161&RID=1W6HPFAE013"",""WP_191935665.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya solani],Dickeya solani,75.1,75.1,98%,6e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022631730.1?report=genbank&log$=prottop&blast_rank=2162&RID=1W6HPFAE013"",""WP_022631730.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya dadantii],Dickeya dadantii,75.1,75.1,98%,6e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038902302.1?report=genbank&log$=prottop&blast_rank=2163&RID=1W6HPFAE013"",""WP_038902302.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya dadantii],Dickeya dadantii,75.1,75.1,98%,6e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_374069517.1?report=genbank&log$=prottop&blast_rank=2164&RID=1W6HPFAE013"",""WP_374069517.1"")"
transcription/translation regulatory transformer protein RfaH [Brenneria rubrifaciens],Brenneria rubrifaciens,75.1,75.1,100%,6e-15,64.58,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137714745.1?report=genbank&log$=prottop&blast_rank=2165&RID=1W6HPFAE013"",""WP_137714745.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Erwinia],Erwinia,75.1,75.1,100%,6e-15,72.92,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_306208834.1?report=genbank&log$=prottop&blast_rank=2166&RID=1W6HPFAE013"",""WP_306208834.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Dickeya],Dickeya,75.1,75.1,96%,6e-15,69.57,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015848205.1?report=genbank&log$=prottop&blast_rank=2167&RID=1W6HPFAE013"",""WP_015848205.1"")"
Transcriptional activator rfaH [Serratia rubidaea],Serratia rubidaea,73.9,73.9,98%,6e-15,68.09,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VEA71277.1?report=genbank&log$=prottop&blast_rank=2168&RID=1W6HPFAE013"",""VEA71277.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Serratia],Serratia,75.1,75.1,100%,6e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074032120.1?report=genbank&log$=prottop&blast_rank=2169&RID=1W6HPFAE013"",""WP_074032120.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya chrysanthemi],Dickeya chrysanthemi,75.1,75.1,96%,7e-15,69.57,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027713432.1?report=genbank&log$=prottop&blast_rank=2170&RID=1W6HPFAE013"",""WP_027713432.1"")"
"transcription/translation regulatory transformer protein RfaH, partial [Salmonella enterica subsp. enterica serovar Typhimurium]",Salmonella enterica subsp. enterica serovar Typhimurium,74.7,74.7,88%,7e-15,83.33,157,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TQS60113.1?report=genbank&log$=prottop&blast_rank=2171&RID=1W6HPFAE013"",""TQS60113.1"")"
transcription/translation regulatory transformer protein RfaH [Serratia fonticola],Serratia fonticola,75.1,75.1,100%,7e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024531105.1?report=genbank&log$=prottop&blast_rank=2172&RID=1W6HPFAE013"",""WP_024531105.1"")"
transcription/translation regulatory transformer protein RfaH [Samsonia erythrinae],Samsonia erythrinae,75.1,75.1,96%,7e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132459050.1?report=genbank&log$=prottop&blast_rank=2173&RID=1W6HPFAE013"",""WP_132459050.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya undicola],Dickeya undicola,74.7,74.7,98%,7e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_123252049.1?report=genbank&log$=prottop&blast_rank=2174&RID=1W6HPFAE013"",""WP_123252049.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pantoea],Pantoea,74.7,74.7,100%,7e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_033754660.1?report=genbank&log$=prottop&blast_rank=2175&RID=1W6HPFAE013"",""WP_033754660.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya chrysanthemi],Dickeya chrysanthemi,74.7,74.7,98%,7e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040002892.1?report=genbank&log$=prottop&blast_rank=2176&RID=1W6HPFAE013"",""WP_040002892.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pantoea],Pantoea,74.7,74.7,100%,7e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081137977.1?report=genbank&log$=prottop&blast_rank=2177&RID=1W6HPFAE013"",""WP_081137977.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pantoea],Pantoea,74.7,74.7,100%,7e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_311784282.1?report=genbank&log$=prottop&blast_rank=2178&RID=1W6HPFAE013"",""WP_311784282.1"")"
transcription/translation regulatory transformer protein RfaH [Candidatus Pantoea deserta],Candidatus Pantoea deserta,74.7,74.7,100%,7e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_123801135.1?report=genbank&log$=prottop&blast_rank=2179&RID=1W6HPFAE013"",""WP_123801135.1"")"
transcription/translation regulatory transformer protein RfaH [Kalamiella sp. sgz302252],Kalamiella sp. sgz302252,74.7,74.7,100%,7e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_380184535.1?report=genbank&log$=prottop&blast_rank=2180&RID=1W6HPFAE013"",""WP_380184535.1"")"
transcription/translation regulatory transformer protein RfaH [Klebsiella sp. WOUb02],Klebsiella sp. WOUb02,74.7,74.7,98%,8e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGE0972440.1?report=genbank&log$=prottop&blast_rank=2181&RID=1W6HPFAE013"",""MGE0972440.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium brasiliense],Pectobacterium brasiliense,74.7,74.7,96%,8e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180789369.1?report=genbank&log$=prottop&blast_rank=2182&RID=1W6HPFAE013"",""WP_180789369.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Erwinia],Erwinia,74.7,74.7,100%,8e-15,70.83,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246762262.1?report=genbank&log$=prottop&blast_rank=2183&RID=1W6HPFAE013"",""WP_246762262.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium aroidearum],Pectobacterium aroidearum,74.7,74.7,96%,8e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_256553975.1?report=genbank&log$=prottop&blast_rank=2184&RID=1W6HPFAE013"",""WP_256553975.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium polaris],Pectobacterium polaris,74.7,74.7,96%,8e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174878365.1?report=genbank&log$=prottop&blast_rank=2185&RID=1W6HPFAE013"",""WP_174878365.1"")"
transcription/translation regulatory transformer protein RfaH [uncultured Cedecea sp.],uncultured Cedecea sp.,74.7,74.7,98%,8e-15,74.47,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_300004790.1?report=genbank&log$=prottop&blast_rank=2186&RID=1W6HPFAE013"",""WP_300004790.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium versatile],Pectobacterium versatile,74.7,74.7,96%,8e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_116586280.1?report=genbank&log$=prottop&blast_rank=2187&RID=1W6HPFAE013"",""WP_116586280.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pectobacterium],Pectobacterium,74.7,74.7,96%,8e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010283819.1?report=genbank&log$=prottop&blast_rank=2188&RID=1W6HPFAE013"",""WP_010283819.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium brasiliense],Pectobacterium brasiliense,74.7,74.7,96%,8e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075278473.1?report=genbank&log$=prottop&blast_rank=2189&RID=1W6HPFAE013"",""WP_075278473.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya sp. Secpp 1600],Dickeya sp. Secpp 1600,74.7,74.7,98%,8e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_107758534.1?report=genbank&log$=prottop&blast_rank=2190&RID=1W6HPFAE013"",""WP_107758534.1"")"
transcription/translation regulatory transformer protein RfaH [Pantoea sp.],Pantoea sp.,74.7,74.7,98%,8e-15,72.34,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDU4092746.1?report=genbank&log$=prottop&blast_rank=2191&RID=1W6HPFAE013"",""MDU4092746.1"")"
transcription/translation regulatory transformer protein RfaH [Hafnia psychrotolerans],Hafnia psychrotolerans,74.7,74.7,98%,8e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188475205.1?report=genbank&log$=prottop&blast_rank=2192&RID=1W6HPFAE013"",""WP_188475205.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium aroidearum],Pectobacterium aroidearum,74.7,74.7,96%,8e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_349868917.1?report=genbank&log$=prottop&blast_rank=2193&RID=1W6HPFAE013"",""WP_349868917.1"")"
transcription/translation regulatory transformer protein RfaH [Klebsiella pneumoniae],Klebsiella pneumoniae,74.7,74.7,98%,8e-15,70.21,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBR7561511.1?report=genbank&log$=prottop&blast_rank=2194&RID=1W6HPFAE013"",""HBR7561511.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya sp. NCPPB 3274],Dickeya sp. NCPPB 3274,74.7,74.7,98%,8e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042861502.1?report=genbank&log$=prottop&blast_rank=2195&RID=1W6HPFAE013"",""WP_042861502.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya chrysanthemi],Dickeya chrysanthemi,74.7,74.7,98%,8e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_226053010.1?report=genbank&log$=prottop&blast_rank=2196&RID=1W6HPFAE013"",""WP_226053010.1"")"
transcription/translation regulatory transformer protein RfaH [Pectobacterium peruviense],Pectobacterium peruviense,74.7,74.7,96%,8e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048258280.1?report=genbank&log$=prottop&blast_rank=2197&RID=1W6HPFAE013"",""WP_048258280.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya fangzhongdai],Dickeya fangzhongdai,74.7,74.7,98%,9e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100848694.1?report=genbank&log$=prottop&blast_rank=2198&RID=1W6HPFAE013"",""WP_100848694.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya fangzhongdai],Dickeya fangzhongdai,74.7,74.7,98%,9e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_276219139.1?report=genbank&log$=prottop&blast_rank=2199&RID=1W6HPFAE013"",""WP_276219139.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Dickeya],Dickeya,74.7,74.7,98%,9e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038920537.1?report=genbank&log$=prottop&blast_rank=2200&RID=1W6HPFAE013"",""WP_038920537.1"")"
MULTISPECIES: transcription/translation regulatory transformer protein RfaH [Pectobacterium],Pectobacterium,74.7,74.7,96%,9e-15,67.39,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180740803.1?report=genbank&log$=prottop&blast_rank=2201&RID=1W6HPFAE013"",""WP_180740803.1"")"
transcription/translation regulatory transformer protein RfaH [Dickeya fangzhongdai],Dickeya fangzhongdai,74.7,74.7,98%,9e-15,68.09,162,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038663395.1?report=genbank&log$=prottop&blast_rank=2202&RID=1W6HPFAE013"",""WP_038663395.1"")"
